Code,CodePays,CodeVille,Nom,Type,Latitude,Longitude,FuseauHoraire,DecalageUTC
TKY,AU,TKY,Turkey Creek,Airport,-17.05,128.2,Australia/Perth,+08:00
TLA,US,TLA,Teller,Airport,65.2403,-166.3378,America/Anchorage,-09:00
TLB,PK,TLB,Tarbela,Airport,34.1333,72.8167,Asia/Karachi,+05:00
TLC,MX,MEX,Mexico,Airport,19.3369,-99.5661,America/Mexico_City,-06:00
TLD,BW,TLD,Tuli Lodge,Airport,-22.1667,29.1,Africa/Gaborone,+02:00
TLE,MG,TLE,Tulear,Airport,-23.3833,43.7283,Indian/Antananarivo,+03:00
TLF,US,TLF,Telida,Airport,63.3833,-153.2667,America/Anchorage,-09:00
TLG,SB,TLG,Tulaghi Island,Airport,-9.1,160.15,Pacific/Guadalcanal,+11:00
TLH,US,TLH,Tallahassee,Airport,30.3917,-84.3497,America/New_York,-05:00
TLI,ID,TLI,Tolitoli,Airport,1.1236,120.7933,Asia/Makassar,+08:00
TLJ,US,TLJ,Tatalina,Airport,62.8956,-155.9778,America/Anchorage,-09:00
TLK,RU,TLK,Talknafjordur,Airport,59.8817,111.0456,Asia/Yakutsk,+09:00
TLL,EE,TLL,Tallinn,Airport,59.4133,24.8325,Europe/Tallinn,+02:00
TLM,DZ,TLM,Tlemcen,Airport,35.0133,-1.4578,Africa/Algiers,+01:00
TLN,FR,TLN,Toulon,Airport,43.0972,6.1461,Europe/Paris,+01:00
TLO,PG,TLO,Tol,Airport,-4.9833,152.0333,Pacific/Port_Moresby,+10:00
TLP,PG,TLP,Tumolbil,Airport,-4.7833,141.0167,Pacific/Port_Moresby,+10:00
TLR,US,TLR,Tulare,Airport,36.3333,-119.3,America/Los_Angeles,-08:00
TLS,FR,TLS,Toulouse,Airport,43.635,1.3678,Europe/Paris,+01:00
TLT,US,TLT,Tuluksak,Airport,61.0978,-160.9681,America/Anchorage,-09:00
TLU,CO,TLU,Tolu,Airport,9.5119,-75.5867,America/Bogota,-05:00
TLV,IL,TLV,Tel Aviv,Airport,32.0072,34.8806,Asia/Jerusalem,+02:00
TLW,PG,TLW,Talasea,Airport,-5.2761,150.0117,Pacific/Port_Moresby,+10:00
TLX,CL,TLX,Talca,Airport,-35.4333,-71.6667,America/Santiago,-04:00
TLZ,BR,TLZ,Catalao,Airport,-18.1667,-47.95,America/Araguaina,-03:00
TMA,US,TMA,Tifton,Airport,31.4333,-83.4833,America/New_York,-05:00
TMB,US,MIA,Miami New - Tamiami,Airport,25.6481,-80.4331,America/New_York,-05:00
TMC,ID,TMC,Tambolaka,Airport,-9.4097,119.2444,Asia/Makassar,+08:00
TMD,MR,TMD,Timbedra,Airport,16.2333,-8.1667,Africa/Nouakchott,+00:00
TME,CO,TME,Tame,Airport,6.4511,-71.7603,America/Bogota,-05:00
TMG,MY,TMG,Tomanggong,Airport,5.4,118.65,Asia/Kuching,+08:00
TMH,ID,TMH,Tanahmerah,Airport,-6.0975,140.3031,Asia/Jayapura,+09:00
TMI,NP,TMI,Tumlingtar,Airport,27.3167,87.1933,Asia/Kathmandu,+05:45
TMK,VN,TMK,Tam Ky,Airport,15.5667,108.4833,Asia/Ho_Chi_Minh,+07:00
TML,GH,TML,Tamale,Airport,9.5572,-0.8633,Africa/Accra,+00:00
TMM,MG,TMM,Tamatave,Airport,-18.1094,49.3925,Indian/Antananarivo,+03:00
TMN,KI,TMN,Tamana Island,Airport,-2.4861,175.9703,Pacific/Tarawa,+12:00
TMO,VE,TMO,Tumeremo,Airport,7.3,-61.5,America/Caracas,-04:00
TMP,FI,TMP,Tampere,Airport,61.4142,23.6044,Europe/Helsinki,+02:00
TMQ,BF,TMQ,Tambao,Airport,14.7833,0.3333,Africa/Ouagadougou,+00:00
TMR,DZ,TMR,Tamanrasset,Airport,22.8114,5.4511,Africa/Algiers,+01:00
TMS,ST,TMS,Sao Tome Island,Airport,0.3781,6.7122,Africa/Sao_Tome,+00:00
TMT,BR,TMT,Trombetas,Airport,-1.4886,-56.3922,America/Araguaina,-03:00
TMU,CR,TMU,Tambor,Airport,9.7397,-85.0169,America/Costa_Rica,-06:00
TMW,AU,TMW,Tamworth,Airport,-31.0839,150.8467,Australia/Sydney,+10:00
TMX,DZ,TMX,Timimoun,Airport,29.2369,0.2769,Africa/Algiers,+01:00
TMY,ID,TMY,Tiom,Airport,-3.95,138.4167,Asia/Jayapura,+09:00
TMZ,NZ,TMZ,Thames,Airport,-37.1333,175.55,Pacific/Auckland,+12:00
TNA,CN,TNA,Jinan,Airport,36.8572,117.2161,Asia/Shanghai,+08:00
TNB,ID,TNB,Tanah Grogot,Airport,-1.9167,116.2,Asia/Makassar,+08:00
TNC,US,TNC,Tin City,Airport,65.5661,-167.9231,America/Anchorage,-09:00
TND,CU,TND,Trinidad,Airport,21.8,-80.0,America/Havana,-05:00
TNE,JP,TNE,Tanega Shima,Airport,30.5453,130.9517,Asia/Tokyo,+09:00
TNF,FR,PAR,Toussus Le Noble,Airport,48.7497,2.1111,Europe/Paris,+01:00
TNG,MA,TNG,Tanger,Airport,35.7269,-5.9169,Africa/Casablanca,+01:00
TNH,CN,TNH,Tonghua,Airport,42.2531,125.7044,Asia/Shanghai,+08:00
TNI,IN,TNI,Satna,Airport,24.55,80.8333,Asia/Kolkata,+05:30
TNJ,ID,TNJ,Tanjung Pinang,Airport,0.9239,104.5331,Asia/Pontianak,+07:00
TNK,US,TNK,Tununak,Airport,60.5756,-165.2711,America/Anchorage,-09:00
TNL,UA,TNL,Ternopol,Airport,49.5667,25.6,Europe/Zaporozhye,+02:00
TNM,AQ,TNM,Teniente R Marsh,Airport,-62.1833,-58.9833,Antarctica/South_Pole,-04:00
TNN,TW,TNN,Tainan,Airport,22.9503,120.2058,Asia/Taipei,+08:00
TNO,CR,TNO,Tamarindo,Airport,10.3158,-85.8128,America/Costa_Rica,-06:00
TNP,US,TNP,Twentynine Palms,Airport,34.1333,-116.05,America/Los_Angeles,-08:00
TNQ,KI,TNQ,Teraina,Airport,4.7,-160.3333,Pacific/Kiritimati,+14:00
TNR,MG,TNR,Antananarivo,Airport,-18.7969,47.4789,Indian/Antananarivo,+03:00
TNS,CA,TNS,Tungsten,Airport,61.95,-128.2667,America/Whitehorse,-07:00
TNT,US,MIA,Miami - Dade Collier,Airport,25.55,-80.5333,America/New_York,-05:00
TNU,US,TNU,Newton,Airport,41.7,-93.05,America/Chicago,-06:00
TNV,KI,TNV,Tabuaeran,Airport,3.8333,-159.35,Pacific/Kiritimati,+14:00
TNW,EC,TNW,Tena Jumandy,Airport,-1.0606,-77.5797,America/Guayaquil,-05:00
TNX,KH,TNX,Stung Treng,Airport,13.5319,106.0144,Asia/Phnom_Penh,+07:00
TNZ,MN,TNZ,Tosontsengel,Airport,48.7383,98.2961,Asia/Ulaanbaatar,+08:00
TOA,US,TOA,Torrance,Airport,33.7833,-118.25,America/Los_Angeles,-08:00
TOB,LY,TOB,Tobruk,Airport,31.855,23.8964,Africa/Tripoli,+02:00
TOC,US,TOC,Toccoa,Airport,34.5922,-83.2978,America/New_York,-05:00
TOD,MY,TOD,Tioman,Airport,2.8192,104.16,Asia/Kuching,+08:00
TOE,TN,TOE,Tozeur,Airport,33.9397,8.1106,Africa/Tunis,+01:00
TOF,RU,TOF,Tomsk,Airport,56.3858,85.2133,Asia/Tomsk,+07:00
TOG,US,TOG,Togiak,Airport,59.0525,-160.3992,America/Anchorage,-09:00
TOH,VU,TOH,Torres,Airport,-13.3278,166.6386,Pacific/Efate,+11:00
TOI,US,TOI,Troy,Airport,31.8,-85.9667,America/Chicago,-06:00
TOJ,ES,MAD,Madrid Torrejon,Airport,40.4967,-3.4458,Europe/Madrid,+01:00
TOK,PG,TOK,Torokina,Airport,-6.2167,155.05,Pacific/Bougainville,+11:00
TOL,US,TOL,Toledo Express,Airport,41.5869,-83.8078,America/New_York,-05:00
TOM,ML,TOM,Tombouctou,Airport,16.7339,-3.9986,Africa/Bamako,+00:00
TON,PG,TON,Tonu,Airport,-6.65,155.4333,Pacific/Bougainville,+11:00
TOO,CR,TOO,San Vito,Airport,8.8333,-82.9667,America/Costa_Rica,-06:00
TOP,US,TOP,Topeka - Phillip,Airport,39.0667,-95.6167,America/Chicago,-06:00
TOQ,CL,TOQ,Tocopilla,Airport,-22.15,-70.1,America/Santiago,-04:00
TOR,US,TOR,Torrington,Airport,42.05,-104.1667,America/Denver,-07:00
TOS,NO,TOS,Tromso,Airport,69.6833,18.9189,Europe/Oslo,+01:00
TOT,SR,TOT,Totness,Airport,5.8658,-56.3275,America/Paramaribo,-03:00
TOU,NC,TOU,Touho,Airport,-20.79,165.2594,Pacific/Noumea,+11:00
TOV,VG,TOV,Tortola West End Spb,Airport,18.3875,-64.7028,America/Tortola,-04:00
TOW,BR,TOW,Toledo,Airport,-24.6875,-53.6975,America/Araguaina,-03:00
TOX,RU,TOX,Tobolsk,Airport,58.1333,68.2333,Asia/Yekaterinburg,+05:00
TOY,JP,TOY,Toyama,Airport,36.6483,137.1875,Asia/Tokyo,+09:00
TOZ,CI,TOZ,Touba,Airport,8.2833,-7.6833,Africa/Abidjan,+00:00
TPA,US,TPA,Tampa,Airport,27.9756,-82.5333,America/New_York,-05:00
TPC,EC,TPC,Tarapoa,Airport,-0.1333,-76.3333,America/Guayaquil,-05:00
TPE,TW,TPE,Taipei Chiang Kai Shek,Airport,25.0778,121.2328,Asia/Taipei,+08:00
TPF,US,TPA,Tampa - Peter OKnight,Airport,27.9706,-82.5222,America/New_York,-05:00
TPG,MY,TPG,Taiping,Airport,4.85,100.7333,Asia/Kuching,+08:00
TPH,US,TPH,Tonopah,Airport,38.0667,-117.2333,America/Los_Angeles,-08:00
TPI,PG,TPI,Tapini,Airport,-8.3667,146.9833,Pacific/Port_Moresby,+10:00
TPJ,NP,TPJ,Taplejung,Airport,27.3,87.7,Asia/Kathmandu,+05:45
TPK,ID,TPK,Tapaktuan,Airport,3.2667,97.1833,Asia/Pontianak,+07:00
TPL,US,TPL,Temple,Airport,31.15,-97.4,America/Chicago,-06:00
TPN,EC,TPN,Tiputini,Airport,-0.7667,-75.5333,America/Guayaquil,-05:00
TPP,PE,TPP,Tarapoto,Airport,-6.5086,-76.3733,America/Lima,-05:00
TPQ,MX,TPQ,Tepic,Airport,21.4194,-104.8425,America/Mazatlan,-07:00
TPR,AU,TPR,Mount Tom Price,Airport,-22.65,117.6667,Australia/Perth,+08:00
TPS,IT,TPS,Trapani,Airport,37.9075,12.4942,Europe/Rome,+01:00
TPT,LR,TPT,Tapeta,Airport,6.5,-8.8667,Africa/Monrovia,+00:00
TPU,NP,TPU,Tikapur,Airport,28.55,81.1833,Asia/Kathmandu,+05:45
TPX,PF,TPX,Tupai,Airport,-16.2333,-151.8333,Pacific/Tahiti,-10:00
TQD,IQ,TQD,Al Fallujah Al Taqaddum Ab,Airport,33.3381,43.5969,Asia/Baghdad,+03:00
TQL,RU,TQL,Tarko-Sale,Airport,64.93,77.8108,Asia/Yekaterinburg,+05:00
TQN,AF,TQN,Taluqan,Airport,36.7667,69.5333,Asia/Kabul,+04:30
TQP,AU,TQP,Trepell,Airport,-21.835,140.8881,Australia/Brisbane,+10:00
TQQ,ID,TQQ,Tomia Maranggo,Airport,-5.7669,123.9189,Asia/Makassar,+08:00
TQS,CO,TQS,Tres Esquinas,Airport,0.7333,-75.2333,America/Bogota,-05:00
TRA,JP,TRA,Taramajima,Airport,24.6539,124.6756,Asia/Tokyo,+09:00
TRB,CO,TRB,Turbo,Airport,8.1,-76.7333,America/Bogota,-05:00
TRC,MX,TRC,Torreon,Airport,25.5683,-103.4106,America/Mexico_City,-06:00
TRD,NO,TRD,Trondheim,Airport,63.4575,10.9242,Europe/Oslo,+01:00
TRE,GB,TRE,Tiree,Airport,56.4992,-6.8692,Europe/London,+00:00
TRF,NO,OSL,Oslo/Sandefjord,Airport,59.1867,10.2586,Europe/Oslo,+01:00
TRG,NZ,TRG,Tauranga,Airport,-37.6733,176.1986,Pacific/Auckland,+12:00
TRH,US,TRH,Trona,Airport,35.8125,-117.3264,America/Los_Angeles,-08:00
TRI,US,TRI,Tri-Cities Regional,Airport,36.4753,-82.4075,America/New_York,-05:00
TRJ,PG,TRJ,Tarakbits,Airport,-5.6167,141.05,Pacific/Port_Moresby,+10:00
TRK,ID,TRK,Tarakan,Airport,3.3267,117.5667,Asia/Makassar,+08:00
TRL,US,TRL,Terrell,Airport,32.7108,-96.2672,America/Chicago,-06:00
TRM,US,TRM,Thermal,Airport,33.6208,-116.1586,America/Los_Angeles,-08:00
TRN,IT,TRN,Turin,Airport,45.2025,7.6494,Europe/Rome,+01:00
TRO,AU,TRO,Taree,Airport,-31.8886,152.5139,Australia/Sydney,+10:00
TRQ,BR,TRQ,Tarauaca,Airport,-8.15,-70.7667,America/Rio_Branco,-05:00
TRR,LK,TRR,Trincomalee,Airport,8.5397,81.1819,Asia/Colombo,+05:30
TRS,IT,TRS,Trieste,Airport,45.8275,13.4722,Europe/Rome,+01:00
TRU,PE,TRU,Trujillo,Airport,-8.0847,-79.1094,America/Lima,-05:00
TRV,IN,TRV,Thiruvananthapuram,Airport,8.4822,76.92,Asia/Kolkata,+05:30
TRW,KI,TRW,Tarawa,Airport,1.38,173.1467,Pacific/Tarawa,+12:00
TRX,US,TRX,Trenton,Airport,40.0667,-93.6,America/Chicago,-06:00
TRY,UG,TRY,Tororo,Airport,0.7,34.1833,Africa/Kampala,+03:00
TRZ,IN,TRZ,Tiruchirappalli,Airport,10.7653,78.7097,Asia/Kolkata,+05:30
TSA,TW,TPE,Taipei Sung Shan,Airport,25.0697,121.5525,Asia/Taipei,+08:00
TSB,Unk,TSB,Tsumeb,Airport,-19.2667,17.7333,Africa/Windhoek,+02:00
TSC,EC,TSC,Taisha,Airport,-2.4167,-77.4667,America/Guayaquil,-05:00
TSD,ZA,TSD,Tshipise,Airport,-22.6333,30.1833,Africa/Johannesburg,+02:00
TSF,IT,VCE,Venise - Treviso,Airport,45.6508,12.1978,Europe/Rome,+01:00
TSG,US,TSG,Tanacross,Airport,63.3833,-143.35,America/Anchorage,-09:00
TSH,CD,TSH,Tshikapa,Airport,-6.4417,20.7964,Africa/Lubumbashi,+02:00
TSI,PG,TSI,Tsili Tsili,Airport,-6.85,146.35,Pacific/Port_Moresby,+10:00
TSJ,JP,TSJ,Tsushima,Airport,34.285,129.3306,Asia/Tokyo,+09:00
TSK,PG,TSK,Taskul,Airport,-2.5972,150.4167,Pacific/Port_Moresby,+10:00
TSL,MX,TSL,Tamuin,Airport,21.9833,-98.75,America/Mexico_City,-06:00
TSM,US,TSM,Taos,Airport,36.4667,-105.6667,America/Denver,-07:00
TSN,CN,TSN,Tianjin,Airport,39.1244,117.3461,Asia/Shanghai,+08:00
TSP,US,TSP,Tehachapi,Airport,35.1356,-118.44,America/Los_Angeles,-08:00
TSQ,BR,TSQ,Torres,Airport,-29.3325,-49.7461,America/Araguaina,-03:00
TSR,RO,TSR,Timisoara,Airport,45.81,21.3378,Europe/Bucharest,+02:00
TST,TH,TST,Trang,Airport,7.5086,99.6158,Asia/Bangkok,+07:00
TSU,KI,TSU,Tabiteuea South,Airport,-1.4747,175.0647,Pacific/Tarawa,+12:00
TSV,AU,TSV,Townsville,Airport,-19.2525,146.7653,Australia/Brisbane,+10:00
TSW,PG,TSW,Tsewi,Airport,-6.9667,146.0333,Pacific/Port_Moresby,+10:00
TSX,ID,TSX,Tanjung Santan,Airport,-0.0833,117.4333,Asia/Makassar,+08:00
TSY,ID,TSY,Tasikmalaya,Airport,-7.3472,108.2464,Asia/Pontianak,+07:00
TSZ,MN,TSZ,Tsetserleg,Airport,47.7333,101.7667,Asia/Ulaanbaatar,+08:00
TTA,MA,TTA,Tan Tan,Airport,28.4483,-11.1614,Africa/Casablanca,+01:00
TTB,IT,TTB,Tortoli,Airport,39.9192,9.6825,Europe/Rome,+01:00
TTC,CL,TTC,Taltal,Airport,-25.5667,-70.3833,America/Santiago,-04:00
TTD,US,PDX,Troutdale,Airport,45.5333,-122.3833,America/Los_Angeles,-08:00
TTE,ID,TTE,Ternate,Airport,0.8314,127.3814,Asia/Jayapura,+09:00
TTG,AR,TTG,Tartagal,Airport,-22.5167,-63.7833,America/Argentina/Buenos_Aires,-03:00
TTH,OM,TTH,Thumrait,Airport,17.6667,54.0181,Asia/Muscat,+04:00
TTI,PF,TTI,Tetiaroa Island,Airport,-17.0833,-149.5333,Pacific/Tahiti,-10:00
TTJ,JP,TTJ,Tottori,Airport,35.53,134.1667,Asia/Tokyo,+09:00
TTL,FJ,TTL,Turtle Island,Airport,-16.9583,177.3722,Pacific/Fiji,+12:00
TTM,CO,TTM,Tablon De Tamara,Airport,5.7167,-72.1,America/Bogota,-05:00
TTN,US,PHL,Philadelphia Trenton-Mercer,Airport,40.2769,-74.8119,America/New_York,-05:00
TTO,US,TTO,Britton Municipal Airport,Airport,45.8,-97.75,America/Chicago,-06:00
TTQ,CR,TTQ,Tortuquero,Airport,10.3514,-83.6297,America/Costa_Rica,-06:00
TTR,ID,TTR,Tana Toraja,Airport,-3.0458,119.8236,Asia/Makassar,+08:00
TTS,MG,TTS,Tsaratanana,Airport,-16.7333,47.6167,Indian/Antananarivo,+03:00
TTT,TW,TTT,Taitung,Airport,22.7931,121.1819,Asia/Taipei,+08:00
TTU,MA,TTU,Tetuan,Airport,35.59,-5.3281,Africa/Casablanca,+01:00
TTW,LK,TTW,Tissamaharama Tissa Tank Spb,Airport,6.285,81.2833,Asia/Colombo,+05:30
TTX,AU,TTX,Truscott-Mungalalu,Airport,-14.0889,126.3817,Australia/Perth,+08:00
TUA,EC,TUA,Tulcan,Airport,0.8094,-77.7081,America/Guayaquil,-05:00
TUB,PF,TUB,Tubuai,Airport,-23.3653,-149.5242,Pacific/Tahiti,-10:00
TUC,AR,TUC,Tucuman,Airport,-26.8408,-65.1047,America/Argentina/Buenos_Aires,-03:00
TUD,SN,TUD,Tambacounda,Airport,13.7369,-13.6531,Africa/Dakar,+00:00
TUF,FR,TUF,Tours,Airport,47.4319,0.7231,Europe/Paris,+01:00
TUG,PH,TUG,Tuguegarao,Airport,17.6417,121.7336,Asia/Manila,+08:00
TUI,SA,TUI,Turaif,Airport,31.6928,38.7311,Asia/Riyadh,+03:00
TUJ,ET,TUJ,Tum,Airport,6.25,35.4667,Africa/Addis_Ababa,+03:00
TUK,PK,TUK,Turbat,Airport,25.9864,63.0303,Asia/Karachi,+05:00
TUL,US,TUL,Tulsa,Airport,36.1983,-95.8881,America/Chicago,-06:00
TUM,AU,TUM,Tumut,Airport,-35.3,148.2167,Australia/Sydney,+10:00
TUN,TN,TUN,Tunis,Airport,36.8511,10.2272,Africa/Tunis,+01:00
TUO,NZ,TUO,Taupo,Airport,-38.7408,176.085,Pacific/Auckland,+12:00
TUP,US,TUP,Tupelo,Airport,34.2681,-88.77,America/Chicago,-06:00
TUQ,BF,TUQ,Tougan,Airport,13.0592,-3.0769,Africa/Ouagadougou,+00:00
TUR,BR,TUR,Tucurui,Airport,-3.7861,-49.7203,America/Araguaina,-03:00
TUS,US,TUS,Tucson,Airport,32.1161,-110.9411,America/Phoenix,-07:00
TUT,PG,TUT,Tauta,Airport,-5.8,145.9167,Pacific/Port_Moresby,+10:00
TUU,SA,TUU,Tabuk,Airport,28.3656,36.6189,Asia/Riyadh,+03:00
TUV,VE,TUV,Tucupita,Airport,9.0892,-62.0947,America/Caracas,-04:00
TUW,PA,TUW,Tubala,Airport,8.7333,-77.6833,America/Panama,-05:00
TUX,CA,TUX,Tumbler Ridge,Airport,55.2,-121.55,America/Dawson_Creek,-07:00
TUY,MX,TUY,Tulum,Airport,20.2167,-87.4667,America/Hermosillo,-05:00
TUZ,BR,TUZ,Tucuma,Airport,-6.7492,-51.1536,America/Araguaina,-03:00
TVA,MG,TVA,Morafenobe,Airport,-17.85,44.9167,Indian/Antananarivo,+03:00
TVC,US,TVC,Traverse City,Airport,44.7414,-85.5822,America/New_York,-05:00
TVF,US,TVF,Thief River Falls Regional,Airport,48.0667,-96.1833,America/Chicago,-06:00
TVI,US,TVI,Thomasville,Airport,30.9028,-83.8806,America/New_York,-05:00
TVL,US,TVL,Lake Tahoe,Airport,38.8947,-119.9953,America/Los_Angeles,-08:00
TVS,CN,TVS,Tangshan Sannuhe,Airport,39.7194,117.9933,Asia/Shanghai,+08:00
TVU,FJ,TVU,Taveuni,Airport,-16.6908,-179.8775,Pacific/Fiji,+12:00
TVY,MM,TVY,Dawe,Airport,14.0983,98.2053,Asia/Yangon,+06:30
TWA,US,TWA,Twin Hills,Airport,59.0739,-160.2756,America/Anchorage,-09:00
TWB,AU,TWB,Toowoomba,Airport,-27.5428,151.9172,Australia/Brisbane,+10:00
TWC,CN,TWC,Tumushuke Tangwangcheng,Airport,39.8808,78.99,Asia/Shanghai,+08:00
TWD,US,TWD,Port Townsend,Airport,48.1167,-122.7667,America/Los_Angeles,-08:00
TWE,US,TWE,Taylor,Airport,66.1667,-165.1667,America/Anchorage,-09:00
TWF,US,TWF,Twin Falls,Airport,42.4817,-114.4878,America/Denver,-07:00
TWN,AU,TWN,Tewantin,Airport,-26.4,153.0833,Australia/Brisbane,+10:00
TWP,AU,TWP,Torwood,Airport,-17.3667,143.75,Australia/Brisbane,+10:00
TWT,PH,TWT,Tawitawi,Airport,5.045,119.7425,Asia/Manila,+08:00
TWU,MY,TWU,Tawau,Airport,4.3133,118.1219,Asia/Kuching,+08:00
TWY,PG,TWY,Tawa,Airport,-7.45,146.1167,Pacific/Port_Moresby,+10:00
TWZ,NZ,MON,Mount Cook - Pukaki/Twizel,Airport,-44.2333,170.1167,Pacific/Auckland,+12:00
TXE,ID,TXE,Takengon Rembele,Airport,4.7214,96.8492,Asia/Pontianak,+07:00
TXF,BR,TXF,Teixeira De Freitas,Airport,-17.5244,-39.6692,America/Araguaina,-03:00
TXK,US,TXK,Texarkana,Airport,33.4536,-93.9911,America/Chicago,-06:00
TXL,DE,BER,Berlin/Tegel,Airport,52.5597,13.2878,Europe/Berlin,+01:00
TXM,ID,TXM,Teminabuan,Airport,-1.45,132.0167,Asia/Jayapura,+09:00
TXN,CN,TXN,Tunxi,Airport,29.7328,118.2572,Asia/Shanghai,+08:00
TXR,AU,TXR,Tanbar,Airport,-25.9167,141.9167,Australia/Brisbane,+10:00
TXU,CI,TXU,Tabou,Airport,4.4333,-7.3667,Africa/Abidjan,+00:00
TYA,RU,TYA,Tula,Airport,54.2,37.6167,Europe/Moscow,+03:00
TYB,AU,TYB,Tibooburra,Airport,-29.4569,142.0622,Australia/Sydney,+10:00
TYD,RU,TYD,Tynda,Airport,55.2847,124.7781,Asia/Yakutsk,+09:00
TYE,US,TYE,Tyonek,Airport,61.0333,-151.2833,America/Anchorage,-09:00
TYF,SE,TYF,Torsby,Airport,60.1575,12.9914,Europe/Stockholm,+01:00
TYG,AU,TYG,Thylungra,Airport,-26.0833,143.4167,Australia/Brisbane,+10:00
TYL,PE,TYL,Talara,Airport,-4.5767,-81.2542,America/Lima,-05:00
TYM,BS,TYM,Staniel Cay,Airport,24.1525,-76.4339,America/Nassau,-05:00
TYN,CN,TYN,Taiyuan,Airport,37.7469,112.6283,Asia/Shanghai,+08:00
TYP,AU,TYP,Tobermorey,Airport,-22.2833,137.9667,Australia/Darwin,+09:30
TYR,US,TYR,Tyler,Airport,32.3542,-95.4025,America/Chicago,-06:00
TYS,US,TYS,Knoxville,Airport,35.8111,-83.9942,America/New_York,-05:00
TYT,UY,TYT,Treinta Y Tres,Airport,-33.2,-54.35,America/Montevideo,-03:00
TYZ,US,TYZ,Taylor,Airport,34.4667,-110.0833,America/Phoenix,-07:00
TZA,BZ,BZE,Belize City,Airport,17.5164,-88.1956,America/Belize,-06:00
TZC,US,TZC,Caro Tuscola Area,Airport,43.4586,-83.4453,America/New_York,-05:00
TZL,BA,TZL,Tuzla,Airport,44.4586,18.7256,Europe/Sarajevo,+01:00
TZM,MX,TZM,Tizimin,Airport,21.1667,-88.1667,America/Mexico_City,-06:00
TZN,BS,TZN,South Andros,Airport,24.6972,-77.7961,America/Nassau,-05:00
TZO,MG,TZO,Ankisatra Tsimiroro,Airport,-18.3486,45.0114,Indian/Antananarivo,+03:00
TZX,TR,TZX,Trabzon,Airport,40.995,39.7897,Europe/Istanbul,+03:00
UAB,TR,ADA,Adana Incirlik Ab,Airport,37.0022,35.4264,Europe/Istanbul,+03:00
UAC,MX,UAC,San Luis Rio Colorado,Airport,32.45,-114.8,America/Mazatlan,-07:00
UAE,PG,UAE,Mount Aue,Airport,-6.2333,144.65,Pacific/Port_Moresby,+10:00
UAH,PF,UAH,Ua Huka,Airport,-8.9361,-139.555,Pacific/Marquesas,-09:30
UAI,TL,UAI,Suai,Airport,-9.3,125.2833,Asia/Dili,+09:00
UAK,GL,UAK,Narsarsuaq,Airport,61.1606,-45.4261,America/Godthab,-03:00
UAL,AO,UAL,Luau,Airport,-10.7147,22.2306,Africa/Luanda,+01:00
UAM,GU,GUM,Guam Andersen Afb,Airport,13.5833,144.9167,Pacific/Guam,+10:00
UAP,PF,UAP,Ua Pou,Airport,-9.3475,-140.0797,Pacific/Marquesas,-09:30
UAQ,AR,UAQ,San Juan,Airport,-31.5714,-68.4183,America/Argentina/Buenos_Aires,-03:00
UAR,MA,UAR,Bouarfa,Airport,32.5142,-1.9817,Africa/Casablanca,+01:00
UAS,KE,UAS,Samburu,Airport,0.5333,37.5333,Africa/Nairobi,+03:00
UAX,GT,UAX,Uaxactun,Airport,17.3833,-89.6667,America/Guatemala,-06:00
UBA,BR,UBA,Uberaba,Airport,-19.765,-47.9647,America/Araguaina,-03:00
UBB,AU,UBB,Mabuiag Island,Airport,-9.9506,142.1956,Australia/Brisbane,+10:00
UBI,PG,UBI,Buin,Airport,-6.7333,155.6833,Pacific/Bougainville,+11:00
UBJ,JP,UBJ,Ube,Airport,33.93,131.2786,Asia/Tokyo,+09:00
UBN,MN,ULN,Ulaanbaatar Chinggis Khaan,Airport,47.6469,106.8197,Asia/Ulaanbaatar,+08:00
UBP,TH,UBP,Ubon Ratchathani,Airport,15.2514,104.8703,Asia/Bangkok,+07:00
UBR,ID,UBR,Ubrub,Airport,-3.6667,140.85,Asia/Jayapura,+09:00
UBS,US,UBS,Columbus. Mississippi - Lowndes County,Airport,33.5,-88.4167,America/Chicago,-06:00
UBT,BR,UBT,Ubatuba,Airport,-23.4333,-45.0667,America/Araguaina,-03:00
UBU,AU,UBU,Kalumburu,Airport,-14.4167,126.6667,Australia/Perth,+08:00
UCB,CN,UCB,Ulanqab,Airport,41.13,113.1094,Asia/Shanghai,+08:00
UCC,US,DRA,Yucca Flat,Airport,37.0,-116.05,America/Los_Angeles,-08:00
UCE,US,UCE,Eunice,Airport,30.5,-92.4167,America/Chicago,-06:00
UCK,UA,UCK,Lutsk,Airport,50.75,25.3333,Europe/Zaporozhye,+02:00
UCN,LR,UCN,Buchanan,Airport,5.9,-10.0833,Africa/Monrovia,+00:00
UCT,RU,UCT,Ukhta,Airport,63.5667,53.8044,Europe/Moscow,+03:00
UCY,US,UCY,Union City,Airport,36.4167,-89.05,America/Chicago,-06:00
UDA,AU,UDA,Undarra,Airport,-18.1833,144.6,Australia/Brisbane,+10:00
UDD,US,PSP,Palm Springs - Bermuda Dunes,Airport,33.7494,-116.2772,America/Los_Angeles,-08:00
UDE,NL,UDE,Uden,Airport,51.6608,5.7092,Europe/Amsterdam,+01:00
UDI,BR,UDI,Uberlandia,Airport,-18.8828,-48.2256,America/Araguaina,-03:00
UDJ,UA,UDJ,Uzhgorod,Airport,48.6342,22.2633,Europe/Zaporozhye,+02:00
UDN,IT,UDN,Udine,Airport,46.0319,13.1867,Europe/Rome,+01:00
